txn_id,date,customer_id,customer_name,contact_email,tier,plan,amount,type,payment_method,region,notes
TXN-202608-0055,2026-08-06,CUST-1094,Brighton Foods,billing@brightonfoods.example,SMB,Growth Monthly,1920,renewal,Corporate Card,Southeast,
TXN-202608-0056,2026-08-26,CUST-1095,Brookfield Consulting,billing@brookfieldconsulting.example,SMB,Growth Monthly,2076,renewal,Corporate Card,Northeast,
TXN-202608-0057,2026-08-14,CUST-1096,Brookfield Digital,billing@brookfielddigital.example,SMB,Growth Monthly,1957,renewal,Corporate Card,Southeast,
TXN-202608-0058,2026-08-08,CUST-1097,Brookfield Foods,billing@brookfieldfoods.example,SMB,Growth Monthly,1575,renewal,Corporate Card,Midwest,
TXN-202608-0059,2026-08-23,CUST-1098,Canyon Consulting,billing@canyonconsulting.example,SMB,Growth Monthly,1848,expansion,Corporate Card,West,
TXN-202608-0060,2026-08-22,CUST-1099,Canyon Digital,billing@canyondigital.example,SMB,Growth Monthly,2129,renewal,Corporate Card,Midwest,
TXN-202608-0061,2026-08-22,CUST-1100,Canyon Foods,billing@canyonfoods.example,SMB,Growth Monthly,2135,renewal,Corporate Card,Southwest,
TXN-202608-0062,2026-08-04,CUST-1101,Cedar Consulting,billing@cedarconsulting.example,SMB,Growth Monthly,1594,renewal,Corporate Card,Southwest,
TXN-202608-0063,2026-08-22,CUST-1102,Cedar Digital,billing@cedardigital.example,SMB,Growth Monthly,1580,renewal,Corporate Card,Northeast,
TXN-202608-0064,2026-08-15,CUST-1103,Cedar Foods,billing@cedarfoods.example,SMB,Growth Monthly,2360,renewal,Corporate Card,Northeast,
TXN-202608-0065,2026-08-25,CUST-1104,Central Consulting,billing@centralconsulting.example,SMB,Growth Monthly,2188,renewal,Corporate Card,Midwest,
TXN-202608-0066,2026-08-08,CUST-1105,Central Digital,billing@centraldigital.example,SMB,Growth Monthly,2233,renewal,Corporate Card,Midwest,
TXN-202608-0067,2026-08-22,CUST-1106,Central Foods,billing@centralfoods.example,SMB,Growth Monthly,1667,renewal,Corporate Card,Northeast,
TXN-202608-0068,2026-08-17,CUST-1107,Clearwater Consulting,billing@clearwaterconsulting.example,SMB,Growth Monthly,2224,renewal,Corporate Card,West,
TXN-202608-0069,2026-08-23,CUST-1108,Clearwater Digital,billing@clearwaterdigital.example,SMB,Growth Monthly,983,renewal,Corporate Card,West,
TXN-202608-0070,2026-08-06,CUST-1109,Clearwater Foods,billing@clearwaterfoods.example,SMB,Growth Monthly,1843,renewal,Corporate Card,West,
TXN-202608-0071,2026-08-13,CUST-1110,Copper Consulting,billing@copperconsulting.example,SMB,Growth Monthly,1589,renewal,ACH,West,
TXN-202608-0072,2026-08-22,CUST-1111,Copper Digital,billing@copperdigital.example,SMB,Growth Monthly,1800,renewal,Corporate Card,Midwest,
TXN-202608-0073,2026-08-12,CUST-1112,Copper Foods,billing@copperfoods.example,SMB,Growth Monthly,1714,renewal,ACH,West,
TXN-202608-0074,2026-08-23,CUST-1113,Crescent Consulting,billing@crescentconsulting.example,SMB,Growth Monthly,1828,renewal,Corporate Card,Southwest,
TXN-202608-0075,2026-08-22,CUST-1114,Crescent Digital,billing@crescentdigital.example,SMB,Growth Monthly,1326,renewal,Corporate Card,West,
TXN-202608-0076,2026-08-11,CUST-1115,Crescent Foods,billing@crescentfoods.example,SMB,Growth Monthly,1496,renewal,Corporate Card,Midwest,
TXN-202608-0077,2026-08-04,CUST-1116,Delta Consulting,billing@deltaconsulting.example,SMB,Growth Monthly,1427,renewal,ACH,Southwest,
TXN-202608-0078,2026-08-27,CUST-1117,Delta Digital,billing@deltadigital.example,SMB,Growth Monthly,1555,renewal,ACH,Southwest,
TXN-202608-0079,2026-08-10,CUST-1118,Delta Foods,billing@deltafoods.example,SMB,Growth Monthly,987,expansion,Corporate Card,Midwest,
TXN-202608-0080,2026-08-17,CUST-1119,Elm Consulting,billing@elmconsulting.example,SMB,Growth Monthly,1633,renewal,Corporate Card,Southwest,
TXN-202608-0081,2026-08-24,CUST-1120,Elm Digital,billing@elmdigital.example,SMB,Growth Monthly,2270,renewal,Corporate Card,West,
TXN-202608-0082,2026-08-09,CUST-1121,Elm Foods,billing@elmfoods.example,SMB,Growth Monthly,1493,renewal,Corporate Card,Southwest,
TXN-202608-0083,2026-08-02,CUST-1122,Fairview Consulting,billing@fairviewconsulting.example,SMB,Growth Monthly,2142,renewal,Corporate Card,Southwest,
TXN-202608-0084,2026-08-10,CUST-1123,Fairview Digital,billing@fairviewdigital.example,SMB,Growth Monthly,1503,renewal,Corporate Card,Southwest,
TXN-202608-0085,2026-08-09,CUST-1124,Fairview Foods,billing@fairviewfoods.example,SMB,Growth Monthly,1665,renewal,Corporate Card,Southwest,
TXN-202608-0086,2026-08-24,CUST-1125,Foxglove Consulting,billing@foxgloveconsulting.example,SMB,Growth Monthly,1994,renewal,Corporate Card,Southwest,
TXN-202608-0087,2026-08-03,CUST-1126,Foxglove Digital,billing@foxglovedigital.example,SMB,Growth Monthly,1215,renewal,Corporate Card,West,
TXN-202608-0088,2026-08-05,CUST-1127,Foxglove Foods,billing@foxglovefoods.example,SMB,Growth Monthly,1008,renewal,Corporate Card,Southeast,
TXN-202608-0089,2026-08-01,CUST-1128,Garden Consulting,billing@gardenconsulting.example,SMB,Growth Monthly,1940,renewal,Corporate Card,Northeast,
TXN-202608-0090,2026-08-04,CUST-1129,Garden Digital,billing@gardendigital.example,SMB,Growth Monthly,1045,renewal,Corporate Card,Southwest,
TXN-202608-0091,2026-08-24,CUST-1130,Garden Foods,billing@gardenfoods.example,SMB,Growth Monthly,1786,renewal,Corporate Card,West,
TXN-202608-0092,2026-08-14,CUST-1131,Golden Consulting,billing@goldenconsulting.example,SMB,Growth Monthly,2120,renewal,Corporate Card,Northeast,
TXN-202608-0093,2026-08-21,CUST-1132,Golden Digital,billing@goldendigital.example,SMB,Growth Monthly,1284,expansion,ACH,Midwest,
TXN-202608-0094,2026-08-10,CUST-1133,Golden Foods,billing@goldenfoods.example,SMB,Growth Monthly,1779,renewal,Corporate Card,Midwest,
TXN-202608-0095,2026-08-17,CUST-1134,Harbor Consulting,billing@harborconsulting.example,SMB,Growth Monthly,1709,renewal,Corporate Card,Southwest,
TXN-202608-0096,2026-08-16,CUST-1135,Harbor Digital,billing@harbordigital.example,SMB,Growth Monthly,1441,renewal,ACH,Midwest,
TXN-202608-0097,2026-08-21,CUST-1136,Harbor Foods,billing@harborfoods.example,SMB,Growth Monthly,1882,renewal,Corporate Card,Southwest,
TXN-202608-0098,2026-08-12,CUST-1137,Highland Consulting,billing@highlandconsulting.example,SMB,Growth Monthly,1133,renewal,Corporate Card,West,
TXN-202608-0099,2026-08-12,CUST-1138,Highland Digital,billing@highlanddigital.example,SMB,Growth Monthly,1961,renewal,ACH,Southwest,
TXN-202608-0100,2026-08-12,CUST-1139,Highland Foods,billing@highlandfoods.example,SMB,Growth Monthly,1539,renewal,ACH,Southwest,
TXN-202608-0101,2026-08-19,CUST-1140,Hudson Consulting,billing@hudsonconsulting.example,SMB,Growth Monthly,998,renewal,ACH,Southeast,
TXN-202608-0102,2026-08-11,CUST-1141,Hudson Digital,billing@hudsondigital.example,SMB,Growth Monthly,1062,renewal,Corporate Card,Southwest,
TXN-202608-0103,2026-08-21,CUST-1142,Hudson Foods,billing@hudsonfoods.example,SMB,Growth Monthly,1206,renewal,Corporate Card,Northeast,
TXN-202608-0104,2026-08-25,CUST-1143,Indigo Consulting,billing@indigoconsulting.example,SMB,Growth Monthly,1655,renewal,Corporate Card,Southeast,
TXN-202608-0105,2026-08-12,CUST-1144,Indigo Digital,billing@indigodigital.example,SMB,Growth Monthly,1309,renewal,Corporate Card,Midwest,
TXN-202608-0106,2026-08-19,CUST-1150,Liberty Digital,billing@libertydigital.example,SMB,Growth Monthly,1932,new,ACH,Southeast,
TXN-202608-0107,2026-08-06,CUST-1151,Liberty Foods,billing@libertyfoods.example,SMB,Growth Monthly,1755,new,Corporate Card,Northeast,
TXN-202608-0108,2026-08-14,CUST-1152,Maple Consulting,billing@mapleconsulting.example,SMB,Growth Monthly,1461,new,Corporate Card,Southwest,
TXN-202608-0109,2026-08-03,CUST-1153,Maple Digital,billing@mapledigital.example,SMB,Growth Monthly,1237,new,Corporate Card,West,
TXN-202608-0110,2026-08-12,CUST-1154,Maple Foods,billing@maplefoods.example,SMB,Growth Monthly,981,new,Corporate Card,Southwest,
TXN-202608-0111,2026-08-23,CUST-1155,Meadow Consulting,billing@meadowconsulting.example,SMB,Growth Monthly,1629,new,Corporate Card,Southeast,
TXN-202608-0112,2026-08-02,CUST-1156,Meadow Digital,billing@meadowdigital.example,SMB,Growth Monthly,1205,new,ACH,Midwest,
TXN-202608-0113,2026-08-26,CUST-1157,Meadow Foods,billing@meadowfoods.example,SMB,Growth Monthly,1413,new,Corporate Card,Northeast,
TXN-202608-0114,2026-08-23,CUST-1158,Metro Consulting,billing@metroconsulting.example,SMB,Growth Monthly,2326,new,ACH,Southwest,
TXN-202608-0115,2026-08-09,CUST-1159,Metro Digital,billing@metrodigital.example,SMB,Growth Monthly,1972,new,Corporate Card,Southeast,
TXN-202608-0116,2026-08-22,CUST-1160,Metro Foods,billing@metrofoods.example,SMB,Growth Monthly,1390,new,ACH,Northeast,
TXN-202608-0117,2026-08-16,CUST-1280,Pixel Collective,billing@pixelcollective.example,Starter,Starter Monthly,-298,churn,ACH,Midwest,Budget freeze; lost MRR recorded as a negative transaction.
TXN-202608-0118,2026-08-14,CUST-1281,Plume Works,billing@plumeworks.example,Starter,Starter Monthly,-351,churn,Corporate Card,Southwest,Business closed; lost MRR recorded as a negative transaction.
TXN-202608-0119,2026-08-26,CUST-1282,Plume Labs,billing@plumelabs.example,Starter,Starter Monthly,-407,churn,Corporate Card,Southeast,Switched to bundled vendor; lost MRR recorded as a negative transaction.
TXN-202608-0120,2026-08-23,CUST-1283,Plume Collective,billing@plumecollective.example,Starter,Starter Monthly,-438,churn,ACH,Northeast,Low usage; lost MRR recorded as a negative transaction.
TXN-202608-0121,2026-08-17,CUST-1284,Relay Works,billing@relayworks.example,Starter,Starter Monthly,-512,churn,Corporate Card,Southwest,Seasonal pause; lost MRR recorded as a negative transaction.
TXN-202608-0122,2026-08-15,CUST-1285,Relay Labs,billing@relaylabs.example,Starter,Starter Monthly,-568,churn,Corporate Card,Southeast,Payment failure after dunning; lost MRR recorded as a negative transaction.
TXN-202608-0123,2026-08-09,CUST-1203,Arc Works,billing@arcworks.example,Starter,Starter Monthly,470,renewal,ACH,Midwest,
TXN-202608-0124,2026-08-24,CUST-1204,Arc Labs,billing@arclabs.example,Starter,Starter Monthly,586,renewal,Corporate Card,Southwest,
TXN-202608-0125,2026-08-06,CUST-1205,Arc Collective,billing@arccollective.example,Starter,Starter Monthly,309,renewal,ACH,Southeast,
TXN-202608-0126,2026-08-07,CUST-1206,Bloom Works,billing@bloomworks.example,Starter,Starter Monthly,569,renewal,Corporate Card,Southwest,
TXN-202608-0127,2026-08-18,CUST-1207,Bloom Labs,billing@bloomlabs.example,Starter,Starter Monthly,408,renewal,ACH,West,
TXN-202608-0128,2026-08-11,CUST-1208,Bloom Collective,billing@bloomcollective.example,Starter,Starter Monthly,234,renewal,Corporate Card,Southeast,
TXN-202608-0129,2026-08-19,CUST-1209,Bridge Works,billing@bridgeworks.example,Starter,Starter Monthly,513,renewal,Corporate Card,Northeast,
TXN-202608-0130,2026-08-06,CUST-1210,Bridge Labs,billing@bridgelabs.example,Starter,Starter Monthly,640,renewal,Corporate Card,Southwest,
TXN-202608-0131,2026-08-16,CUST-1211,Bridge Collective,billing@bridgecollective.example,Starter,Starter Monthly,229,renewal,ACH,Midwest,
TXN-202608-0132,2026-08-04,CUST-1212,Canvas Works,billing@canvasworks.example,Starter,Starter Monthly,414,renewal,Corporate Card,Northeast,
TXN-202608-0133,2026-08-06,CUST-1213,Canvas Labs,billing@canvaslabs.example,Starter,Starter Monthly,229,renewal,Corporate Card,Midwest,
TXN-202608-0134,2026-08-23,CUST-1214,Canvas Collective,billing@canvascollective.example,Starter,Starter Monthly,502,renewal,Corporate Card,Southeast,
TXN-202608-0135,2026-08-16,CUST-1215,Civic Works,billing@civicworks.example,Starter,Starter Monthly,429,renewal,Corporate Card,Southwest,
TXN-202608-0136,2026-08-02,CUST-1216,Civic Labs,billing@civiclabs.example,Starter,Starter Monthly,240,renewal,Corporate Card,Southeast,
TXN-202608-0137,2026-08-05,CUST-1217,Civic Collective,billing@civiccollective.example,Starter,Starter Monthly,314,renewal,Corporate Card,Northeast,
TXN-202608-0138,2026-08-07,CUST-1218,Cloudberry Works,billing@cloudberryworks.example,Starter,Starter Monthly,509,renewal,Corporate Card,Midwest,
TXN-202608-0139,2026-08-01,CUST-1219,Cloudberry Labs,billing@cloudberrylabs.example,Starter,Starter Monthly,237,renewal,ACH,Southeast,
TXN-202608-0140,2026-08-09,CUST-1220,Cloudberry Collective,billing@cloudberrycollective.example,Starter,Starter Monthly,352,renewal,Corporate Card,Southeast,
TXN-202608-0141,2026-08-19,CUST-1221,Craft Works,billing@craftworks.example,Starter,Starter Monthly,662,renewal,Corporate Card,West,
TXN-202608-0142,2026-08-05,CUST-1222,Craft Labs,billing@craftlabs.example,Starter,Starter Monthly,287,renewal,Corporate Card,Southeast,
TXN-202608-0143,2026-08-10,CUST-1223,Craft Collective,billing@craftcollective.example,Starter,Starter Monthly,254,renewal,Corporate Card,Midwest,
TXN-202608-0144,2026-08-14,CUST-1224,Drift Works,billing@driftworks.example,Starter,Starter Monthly,298,renewal,Corporate Card,Northeast,
TXN-202608-0145,2026-08-25,CUST-1225,Drift Labs,billing@driftlabs.example,Starter,Starter Monthly,229,renewal,Corporate Card,Midwest,
TXN-202608-0146,2026-08-01,CUST-1226,Drift Collective,billing@driftcollective.example,Starter,Starter Monthly,451,renewal,Corporate Card,Southwest,
TXN-202608-0147,2026-08-19,CUST-1227,Echo Works,billing@echoworks.example,Starter,Starter Monthly,663,renewal,Corporate Card,West,
TXN-202608-0148,2026-08-17,CUST-1228,Echo Labs,billing@echolabs.example,Starter,Starter Monthly,358,renewal,Corporate Card,Southeast,
TXN-202608-0149,2026-08-02,CUST-1229,Echo Collective,billing@echocollective.example,Starter,Starter Monthly,347,renewal,Corporate Card,Southwest,
TXN-202608-0150,2026-08-27,CUST-1230,Ember Works,billing@emberworks.example,Starter,Starter Monthly,351,renewal,ACH,Midwest,
TXN-202608-0151,2026-08-09,CUST-1231,Ember Labs,billing@emberlabs.example,Starter,Starter Monthly,378,renewal,Corporate Card,Northeast,
TXN-202608-0152,2026-08-04,CUST-1232,Ember Collective,billing@embercollective.example,Starter,Starter Monthly,296,renewal,ACH,Northeast,
TXN-202608-0153,2026-08-11,CUST-1233,Fable Works,billing@fableworks.example,Starter,Starter Monthly,260,renewal,ACH,Southeast,
TXN-202608-0154,2026-08-09,CUST-1234,Fable Labs,billing@fablelabs.example,Starter,Starter Monthly,295,renewal,ACH,West,
TXN-202608-0155,2026-08-19,CUST-1235,Fable Collective,billing@fablecollective.example,Starter,Starter Monthly,556,renewal,ACH,West,
TXN-202608-0156,2026-08-13,CUST-1236,Field Works,billing@fieldworks.example,Starter,Starter Monthly,479,renewal,Corporate Card,Southeast,
TXN-202608-0157,2026-08-14,CUST-1237,Field Labs,billing@fieldlabs.example,Starter,Starter Monthly,372,renewal,Corporate Card,Northeast,
TXN-202608-0158,2026-08-22,CUST-1238,Field Collective,billing@fieldcollective.example,Starter,Starter Monthly,439,renewal,Corporate Card,Southwest,
TXN-202608-0159,2026-08-15,CUST-1239,Flint Works,billing@flintworks.example,Starter,Starter Monthly,309,renewal,Corporate Card,Northeast,
TXN-202608-0160,2026-08-25,CUST-1240,Flint Labs,billing@flintlabs.example,Starter,Starter Monthly,364,renewal,ACH,West,
TXN-202608-0161,2026-08-28,CUST-1241,Flint Collective,billing@flintcollective.example,Starter,Starter Monthly,336,renewal,ACH,Northeast,
TXN-202608-0162,2026-08-08,CUST-1242,Forge Works,billing@forgeworks.example,Starter,Starter Monthly,278,renewal,Corporate Card,Southwest,
TXN-202608-0163,2026-08-28,CUST-1243,Forge Labs,billing@forgelabs.example,Starter,Starter Monthly,431,renewal,ACH,Midwest,
TXN-202608-0164,2026-08-13,CUST-1244,Forge Collective,billing@forgecollective.example,Starter,Starter Monthly,387,renewal,ACH,Southeast,
TXN-202608-0165,2026-08-23,CUST-1245,Frame Works,billing@frameworks.example,Starter,Starter Monthly,643,renewal,Corporate Card,Midwest,
TXN-202608-0166,2026-08-27,CUST-1246,Frame Labs,billing@framelabs.example,Starter,Starter Monthly,580,renewal,ACH,West,
TXN-202608-0167,2026-08-21,CUST-1247,Frame Collective,billing@framecollective.example,Starter,Starter Monthly,425,renewal,Corporate Card,West,
TXN-202608-0168,2026-08-17,CUST-1248,Grove Works,billing@groveworks.example,Starter,Starter Monthly,667,renewal,Corporate Card,Southeast,
TXN-202608-0169,2026-08-28,CUST-1249,Grove Labs,billing@grovelabs.example,Starter,Starter Monthly,509,renewal,ACH,Southwest,
TXN-202608-0170,2026-08-27,CUST-1250,Grove Collective,billing@grovecollective.example,Starter,Starter Monthly,624,renewal,Corporate Card,Southwest,
TXN-202608-0171,2026-08-24,CUST-1251,Hatch Works,billing@hatchworks.example,Starter,Starter Monthly,475,renewal,Corporate Card,West,
TXN-202608-0172,2026-08-20,CUST-1252,Hatch Labs,billing@hatchlabs.example,Starter,Starter Monthly,556,renewal,ACH,Northeast,
TXN-202608-0173,2026-08-20,CUST-1253,Hatch Collective,billing@hatchcollective.example,Starter,Starter Monthly,229,renewal,Corporate Card,West,
TXN-202608-0174,2026-08-16,CUST-1254,Kite Works,billing@kiteworks.example,Starter,Starter Monthly,659,renewal,Corporate Card,Northeast,
TXN-202608-0175,2026-08-03,CUST-1255,Kite Labs,billing@kitelabs.example,Starter,Starter Monthly,509,renewal,Corporate Card,Southwest,
TXN-202608-0176,2026-08-14,CUST-1256,Kite Collective,billing@kitecollective.example,Starter,Starter Monthly,472,renewal,ACH,Midwest,
TXN-202608-0177,2026-08-19,CUST-1257,Lighthouse Works,billing@lighthouseworks.example,Starter,Starter Monthly,425,renewal,Corporate Card,Midwest,
TXN-202608-0178,2026-08-18,CUST-1258,Lighthouse Labs,billing@lighthouselabs.example,Starter,Starter Monthly,440,renewal,ACH,Midwest,
TXN-202608-0179,2026-08-24,CUST-1259,Lighthouse Collective,billing@lighthousecollective.example,Starter,Starter Monthly,631,renewal,ACH,West,
TXN-202608-0180,2026-08-18,CUST-1260,Loop Works,billing@loopworks.example,Starter,Starter Monthly,366,renewal,Corporate Card,Northeast,
TXN-202608-0181,2026-08-27,CUST-1261,Loop Labs,billing@looplabs.example,Starter,Starter Monthly,596,renewal,ACH,Midwest,
TXN-202608-0182,2026-08-14,CUST-1262,Loop Collective,billing@loopcollective.example,Starter,Starter Monthly,305,renewal,ACH,Southwest,
TXN-202608-0183,2026-08-18,CUST-1263,Mosaic Works,billing@mosaicworks.example,Starter,Starter Monthly,577,renewal,Corporate Card,West,
TXN-202608-0184,2026-08-16,CUST-1264,Mosaic Labs,billing@mosaiclabs.example,Starter,Starter Monthly,675,renewal,Corporate Card,Southeast,
