txn_id,date,customer_id,customer_name,contact_email,tier,plan,amount,type,payment_method,region,notes
TXN-202607-0016,2026-07-28,CUST-1058,Lakeview Media Group,billing@lakeviewmediagroup.example,Enterprise,Enterprise Annual,5508,renewal,Wire,Northeast,
TXN-202607-0017,2026-07-27,CUST-1059,Meridian Construction,billing@meridianconstruction.example,Enterprise,Enterprise Annual,3854,renewal,ACH,Northeast,
TXN-202607-0018,2026-07-04,CUST-1060,Nova Public Sector,billing@novapublicsector.example,Enterprise,Enterprise Annual,3561,renewal,Wire,Midwest,
TXN-202607-0019,2026-07-11,CUST-1061,Orchard Supply Network,billing@orchardsupplynetwork.example,Enterprise,Enterprise Annual,5450,renewal,ACH,Midwest,
TXN-202607-0020,2026-07-17,CUST-1062,Pioneer Clinical Research,billing@pioneerclinicalresearc.example,Enterprise,Enterprise Annual,4975,renewal,Corporate Card,Northeast,
TXN-202607-0021,2026-07-10,CUST-1063,Quarry Industrial,billing@quarryindustrial.example,Enterprise,Enterprise Annual,5393,renewal,ACH,West,
TXN-202607-0022,2026-07-25,CUST-1064,Riverbend Utilities,billing@riverbendutilities.example,Enterprise,Enterprise Annual,6458,renewal,ACH,Southeast,
TXN-202607-0023,2026-07-22,CUST-1065,Silverline Hospitality,billing@silverlinehospitality.example,Enterprise,Enterprise Annual,3888,renewal,ACH,Northeast,
TXN-202607-0024,2026-07-10,CUST-1066,Timberline Robotics,billing@timberlinerobotics.example,Enterprise,Enterprise Annual,4375,renewal,ACH,Northeast,
TXN-202607-0025,2026-07-08,CUST-1067,Union Square Commerce,billing@unionsquarecommerce.example,Enterprise,Enterprise Annual,7034,renewal,ACH,Northeast,
TXN-202607-0026,2026-07-13,CUST-1068,Vertex Fleet Services,billing@vertexfleetservices.example,Enterprise,Enterprise Annual,3941,renewal,ACH,Northeast,
TXN-202607-0027,2026-07-02,CUST-1069,Westbridge Education,billing@westbridgeeducation.example,Enterprise,Enterprise Annual,6109,renewal,ACH,Northeast,
TXN-202607-0028,2026-07-19,CUST-1070,Yellowbrick Home Services,billing@yellowbrickhomeservice.example,Enterprise,Enterprise Annual,4608,renewal,ACH,West,
TXN-202607-0029,2026-07-20,CUST-1071,Zenith Packaging,billing@zenithpackaging.example,Enterprise,Enterprise Annual,7268,renewal,ACH,Southwest,
TXN-202607-0030,2026-07-22,CUST-1072,Ironwood Security,billing@ironwoodsecurity.example,Enterprise,Enterprise Annual,3782,renewal,ACH,Northeast,
TXN-202607-0031,2026-07-22,CUST-1080,Amber Consulting,billing@amberconsulting.example,SMB,Growth Monthly,2002,renewal,Corporate Card,Northeast,
TXN-202607-0032,2026-07-12,CUST-1081,Amber Digital,billing@amberdigital.example,SMB,Growth Monthly,995,renewal,Corporate Card,Midwest,
TXN-202607-0033,2026-07-24,CUST-1082,Amber Foods,billing@amberfoods.example,SMB,Growth Monthly,2109,renewal,ACH,Southeast,
TXN-202607-0034,2026-07-24,CUST-1083,Aspen Consulting,billing@aspenconsulting.example,SMB,Growth Monthly,1403,renewal,Corporate Card,Northeast,
TXN-202607-0035,2026-07-07,CUST-1084,Aspen Digital,billing@aspendigital.example,SMB,Growth Monthly,2244,expansion,ACH,Southeast,
TXN-202607-0036,2026-07-25,CUST-1085,Aspen Foods,billing@aspenfoods.example,SMB,Growth Monthly,2261,renewal,ACH,Northeast,
TXN-202607-0037,2026-07-20,CUST-1086,Bayside Consulting,billing@baysideconsulting.example,SMB,Growth Monthly,1782,renewal,Corporate Card,Southeast,
TXN-202607-0038,2026-07-06,CUST-1087,Bayside Digital,billing@baysidedigital.example,SMB,Growth Monthly,1865,renewal,Corporate Card,Southwest,
TXN-202607-0039,2026-07-23,CUST-1088,Bayside Foods,billing@baysidefoods.example,SMB,Growth Monthly,1714,renewal,Corporate Card,Southeast,
TXN-202607-0040,2026-07-06,CUST-1089,Birch Consulting,billing@birchconsulting.example,SMB,Growth Monthly,1133,renewal,Corporate Card,Southeast,
TXN-202607-0041,2026-07-17,CUST-1090,Birch Digital,billing@birchdigital.example,SMB,Growth Monthly,1630,renewal,Corporate Card,West,
TXN-202607-0042,2026-07-12,CUST-1091,Birch Foods,billing@birchfoods.example,SMB,Growth Monthly,1606,renewal,Corporate Card,Midwest,
TXN-202607-0043,2026-07-19,CUST-1092,Brighton Consulting,billing@brightonconsulting.example,SMB,Growth Monthly,2066,renewal,Corporate Card,West,
TXN-202607-0044,2026-07-18,CUST-1093,Brighton Digital,billing@brightondigital.example,SMB,Growth Monthly,2228,renewal,Corporate Card,West,
TXN-202607-0045,2026-07-17,CUST-1094,Brighton Foods,billing@brightonfoods.example,SMB,Growth Monthly,2041,renewal,ACH,Midwest,
TXN-202607-0046,2026-07-11,CUST-1095,Brookfield Consulting,billing@brookfieldconsulting.example,SMB,Growth Monthly,1473,renewal,Corporate Card,Midwest,
TXN-202607-0047,2026-07-14,CUST-1096,Brookfield Digital,billing@brookfielddigital.example,SMB,Growth Monthly,2156,renewal,ACH,Southwest,
TXN-202607-0048,2026-07-07,CUST-1097,Brookfield Foods,billing@brookfieldfoods.example,SMB,Growth Monthly,1174,renewal,Corporate Card,Midwest,
TXN-202607-0049,2026-07-18,CUST-1098,Canyon Consulting,billing@canyonconsulting.example,SMB,Growth Monthly,1406,renewal,ACH,Southeast,
TXN-202607-0050,2026-07-19,CUST-1099,Canyon Digital,billing@canyondigital.example,SMB,Growth Monthly,1697,renewal,Corporate Card,Southeast,
TXN-202607-0051,2026-07-04,CUST-1100,Canyon Foods,billing@canyonfoods.example,SMB,Growth Monthly,1236,renewal,Corporate Card,West,
TXN-202607-0052,2026-07-21,CUST-1101,Cedar Consulting,billing@cedarconsulting.example,SMB,Growth Monthly,2052,expansion,Corporate Card,Southwest,
TXN-202607-0053,2026-07-25,CUST-1102,Cedar Digital,billing@cedardigital.example,SMB,Growth Monthly,1465,renewal,ACH,Midwest,
TXN-202607-0054,2026-07-20,CUST-1103,Cedar Foods,billing@cedarfoods.example,SMB,Growth Monthly,1222,renewal,ACH,Northeast,
TXN-202607-0055,2026-07-01,CUST-1104,Central Consulting,billing@centralconsulting.example,SMB,Growth Monthly,2220,renewal,ACH,Midwest,
TXN-202607-0056,2026-07-01,CUST-1105,Central Digital,billing@centraldigital.example,SMB,Growth Monthly,1893,renewal,Corporate Card,West,
TXN-202607-0057,2026-07-25,CUST-1106,Central Foods,billing@centralfoods.example,SMB,Growth Monthly,2149,renewal,ACH,West,
TXN-202607-0058,2026-07-22,CUST-1107,Clearwater Consulting,billing@clearwaterconsulting.example,SMB,Growth Monthly,1775,renewal,Corporate Card,Southeast,
TXN-202607-0059,2026-07-07,CUST-1108,Clearwater Digital,billing@clearwaterdigital.example,SMB,Growth Monthly,1776,renewal,Corporate Card,Southeast,
TXN-202607-0060,2026-07-01,CUST-1109,Clearwater Foods,billing@clearwaterfoods.example,SMB,Growth Monthly,980,renewal,Corporate Card,Midwest,
TXN-202607-0061,2026-07-05,CUST-1110,Copper Consulting,billing@copperconsulting.example,SMB,Growth Monthly,1943,renewal,Corporate Card,Midwest,
TXN-202607-0062,2026-07-09,CUST-1111,Copper Digital,billing@copperdigital.example,SMB,Growth Monthly,1729,renewal,ACH,Midwest,
TXN-202607-0063,2026-07-27,CUST-1112,Copper Foods,billing@copperfoods.example,SMB,Growth Monthly,1944,renewal,Corporate Card,Northeast,
TXN-202607-0064,2026-07-16,CUST-1113,Crescent Consulting,billing@crescentconsulting.example,SMB,Growth Monthly,1389,renewal,Corporate Card,Northeast,
TXN-202607-0065,2026-07-23,CUST-1114,Crescent Digital,billing@crescentdigital.example,SMB,Growth Monthly,993,renewal,Corporate Card,Southwest,
TXN-202607-0066,2026-07-26,CUST-1115,Crescent Foods,billing@crescentfoods.example,SMB,Growth Monthly,1237,renewal,Corporate Card,West,
TXN-202607-0067,2026-07-16,CUST-1116,Delta Consulting,billing@deltaconsulting.example,SMB,Growth Monthly,1370,renewal,Corporate Card,Northeast,
TXN-202607-0068,2026-07-11,CUST-1117,Delta Digital,billing@deltadigital.example,SMB,Growth Monthly,1674,renewal,ACH,West,
TXN-202607-0069,2026-07-22,CUST-1118,Delta Foods,billing@deltafoods.example,SMB,Growth Monthly,1286,renewal,Corporate Card,West,
TXN-202607-0070,2026-07-17,CUST-1119,Elm Consulting,billing@elmconsulting.example,SMB,Growth Monthly,1917,renewal,ACH,Northeast,
TXN-202607-0071,2026-07-06,CUST-1120,Elm Digital,billing@elmdigital.example,SMB,Growth Monthly,1226,renewal,Corporate Card,West,
TXN-202607-0072,2026-07-14,CUST-1121,Elm Foods,billing@elmfoods.example,SMB,Growth Monthly,1522,renewal,Corporate Card,West,
TXN-202607-0073,2026-07-06,CUST-1122,Fairview Consulting,billing@fairviewconsulting.example,SMB,Growth Monthly,2055,renewal,Corporate Card,West,
TXN-202607-0074,2026-07-12,CUST-1123,Fairview Digital,billing@fairviewdigital.example,SMB,Growth Monthly,2131,expansion,Corporate Card,Northeast,
TXN-202607-0075,2026-07-02,CUST-1124,Fairview Foods,billing@fairviewfoods.example,SMB,Growth Monthly,2184,renewal,ACH,Northeast,
TXN-202607-0076,2026-07-24,CUST-1125,Foxglove Consulting,billing@foxgloveconsulting.example,SMB,Growth Monthly,2122,renewal,Corporate Card,West,
TXN-202607-0077,2026-07-22,CUST-1126,Foxglove Digital,billing@foxglovedigital.example,SMB,Growth Monthly,1891,renewal,ACH,Southeast,
TXN-202607-0078,2026-07-04,CUST-1127,Foxglove Foods,billing@foxglovefoods.example,SMB,Growth Monthly,1113,renewal,Corporate Card,Southwest,
TXN-202607-0079,2026-07-27,CUST-1128,Garden Consulting,billing@gardenconsulting.example,SMB,Growth Monthly,2256,renewal,Corporate Card,Northeast,
TXN-202607-0080,2026-07-23,CUST-1129,Garden Digital,billing@gardendigital.example,SMB,Growth Monthly,2274,renewal,Corporate Card,Southeast,
TXN-202607-0081,2026-07-16,CUST-1130,Garden Foods,billing@gardenfoods.example,SMB,Growth Monthly,1702,renewal,Corporate Card,Southeast,
TXN-202607-0082,2026-07-20,CUST-1131,Golden Consulting,billing@goldenconsulting.example,SMB,Growth Monthly,1014,renewal,Corporate Card,Southwest,
TXN-202607-0083,2026-07-16,CUST-1132,Golden Digital,billing@goldendigital.example,SMB,Growth Monthly,2206,renewal,Corporate Card,Midwest,
TXN-202607-0084,2026-07-20,CUST-1133,Golden Foods,billing@goldenfoods.example,SMB,Growth Monthly,1553,renewal,Corporate Card,Northeast,
TXN-202607-0085,2026-07-13,CUST-1134,Harbor Consulting,billing@harborconsulting.example,SMB,Growth Monthly,1925,renewal,ACH,Northeast,
TXN-202607-0086,2026-07-15,CUST-1135,Harbor Digital,billing@harbordigital.example,SMB,Growth Monthly,1821,renewal,Corporate Card,Southwest,
TXN-202607-0087,2026-07-10,CUST-1136,Harbor Foods,billing@harborfoods.example,SMB,Growth Monthly,1882,renewal,ACH,Southwest,
TXN-202607-0088,2026-07-22,CUST-1137,Highland Consulting,billing@highlandconsulting.example,SMB,Growth Monthly,1832,renewal,ACH,Southeast,
TXN-202607-0089,2026-07-24,CUST-1138,Highland Digital,billing@highlanddigital.example,SMB,Growth Monthly,1113,renewal,ACH,West,
TXN-202607-0090,2026-07-28,CUST-1139,Highland Foods,billing@highlandfoods.example,SMB,Growth Monthly,1141,renewal,Corporate Card,Northeast,
TXN-202607-0091,2026-07-01,CUST-1140,Hudson Consulting,billing@hudsonconsulting.example,SMB,Growth Monthly,1113,renewal,Corporate Card,Midwest,
TXN-202607-0092,2026-07-06,CUST-1141,Hudson Digital,billing@hudsondigital.example,SMB,Growth Monthly,2255,renewal,ACH,Southeast,
TXN-202607-0093,2026-07-07,CUST-1142,Hudson Foods,billing@hudsonfoods.example,SMB,Growth Monthly,1128,renewal,Corporate Card,Northeast,
TXN-202607-0094,2026-07-11,CUST-1143,Indigo Consulting,billing@indigoconsulting.example,SMB,Growth Monthly,1450,renewal,Corporate Card,Northeast,
TXN-202607-0095,2026-07-20,CUST-1144,Indigo Digital,billing@indigodigital.example,SMB,Growth Monthly,980,new,Corporate Card,Midwest,
TXN-202607-0096,2026-07-11,CUST-1145,Indigo Foods,billing@indigofoods.example,SMB,Growth Monthly,1924,new,Corporate Card,West,
TXN-202607-0097,2026-07-23,CUST-1146,Jasper Consulting,billing@jasperconsulting.example,SMB,Growth Monthly,2007,new,Corporate Card,Northeast,
TXN-202607-0098,2026-07-11,CUST-1147,Jasper Digital,billing@jasperdigital.example,SMB,Growth Monthly,2044,new,Corporate Card,Southeast,
TXN-202607-0099,2026-07-13,CUST-1148,Jasper Foods,billing@jasperfoods.example,SMB,Growth Monthly,1021,new,ACH,Southeast,
TXN-202607-0100,2026-07-03,CUST-1149,Liberty Consulting,billing@libertyconsulting.example,SMB,Growth Monthly,1880,new,Corporate Card,Southwest,
TXN-202607-0101,2026-07-14,CUST-1200,Alto Works,billing@altoworks.example,Starter,Starter Monthly,-319,churn,Corporate Card,Midwest,Cancelled; lost MRR recorded as a negative transaction.
TXN-202607-0102,2026-07-01,CUST-1201,Alto Labs,billing@altolabs.example,Starter,Starter Monthly,-407,churn,Corporate Card,West,Cancelled; lost MRR recorded as a negative transaction.
TXN-202607-0103,2026-07-05,CUST-1202,Alto Collective,billing@altocollective.example,Starter,Starter Monthly,-514,churn,Corporate Card,West,Cancelled; lost MRR recorded as a negative transaction.
TXN-202607-0104,2026-07-22,CUST-1203,Arc Works,billing@arcworks.example,Starter,Starter Monthly,320,renewal,Corporate Card,Southeast,
TXN-202607-0105,2026-07-05,CUST-1204,Arc Labs,billing@arclabs.example,Starter,Starter Monthly,547,renewal,Corporate Card,West,
TXN-202607-0106,2026-07-02,CUST-1205,Arc Collective,billing@arccollective.example,Starter,Starter Monthly,385,renewal,Corporate Card,Northeast,
TXN-202607-0107,2026-07-27,CUST-1206,Bloom Works,billing@bloomworks.example,Starter,Starter Monthly,706,renewal,Corporate Card,Midwest,
TXN-202607-0108,2026-07-24,CUST-1207,Bloom Labs,billing@bloomlabs.example,Starter,Starter Monthly,582,renewal,Corporate Card,Northeast,
TXN-202607-0109,2026-07-22,CUST-1208,Bloom Collective,billing@bloomcollective.example,Starter,Starter Monthly,281,renewal,ACH,Midwest,
TXN-202607-0110,2026-07-22,CUST-1209,Bridge Works,billing@bridgeworks.example,Starter,Starter Monthly,603,renewal,ACH,Northeast,
TXN-202607-0111,2026-07-05,CUST-1210,Bridge Labs,billing@bridgelabs.example,Starter,Starter Monthly,382,renewal,Corporate Card,Northeast,
TXN-202607-0112,2026-07-08,CUST-1211,Bridge Collective,billing@bridgecollective.example,Starter,Starter Monthly,381,renewal,Corporate Card,Southwest,
TXN-202607-0113,2026-07-14,CUST-1212,Canvas Works,billing@canvasworks.example,Starter,Starter Monthly,329,renewal,Corporate Card,Southeast,
TXN-202607-0114,2026-07-07,CUST-1213,Canvas Labs,billing@canvaslabs.example,Starter,Starter Monthly,290,renewal,Corporate Card,Midwest,
TXN-202607-0115,2026-07-06,CUST-1214,Canvas Collective,billing@canvascollective.example,Starter,Starter Monthly,764,renewal,Corporate Card,Southeast,
TXN-202607-0116,2026-07-16,CUST-1215,Civic Works,billing@civicworks.example,Starter,Starter Monthly,470,renewal,Corporate Card,Northeast,
TXN-202607-0117,2026-07-27,CUST-1216,Civic Labs,billing@civiclabs.example,Starter,Starter Monthly,400,renewal,Corporate Card,Southwest,
TXN-202607-0118,2026-07-15,CUST-1217,Civic Collective,billing@civiccollective.example,Starter,Starter Monthly,571,renewal,Corporate Card,Northeast,
TXN-202607-0119,2026-07-04,CUST-1218,Cloudberry Works,billing@cloudberryworks.example,Starter,Starter Monthly,693,renewal,Corporate Card,Southeast,
TXN-202607-0120,2026-07-02,CUST-1219,Cloudberry Labs,billing@cloudberrylabs.example,Starter,Starter Monthly,574,renewal,Corporate Card,Southwest,
TXN-202607-0121,2026-07-26,CUST-1220,Cloudberry Collective,billing@cloudberrycollective.example,Starter,Starter Monthly,730,renewal,Corporate Card,Southwest,
TXN-202607-0122,2026-07-24,CUST-1221,Craft Works,billing@craftworks.example,Starter,Starter Monthly,664,renewal,ACH,Southeast,
TXN-202607-0123,2026-07-07,CUST-1222,Craft Labs,billing@craftlabs.example,Starter,Starter Monthly,399,renewal,Corporate Card,Midwest,
TXN-202607-0124,2026-07-06,CUST-1223,Craft Collective,billing@craftcollective.example,Starter,Starter Monthly,258,renewal,Corporate Card,Northeast,
TXN-202607-0125,2026-07-24,CUST-1224,Drift Works,billing@driftworks.example,Starter,Starter Monthly,776,renewal,Corporate Card,Southeast,
TXN-202607-0126,2026-07-26,CUST-1225,Drift Labs,billing@driftlabs.example,Starter,Starter Monthly,401,renewal,Corporate Card,West,
TXN-202607-0127,2026-07-15,CUST-1226,Drift Collective,billing@driftcollective.example,Starter,Starter Monthly,774,renewal,ACH,Southeast,
TXN-202607-0128,2026-07-12,CUST-1227,Echo Works,billing@echoworks.example,Starter,Starter Monthly,664,renewal,ACH,Southeast,
TXN-202607-0129,2026-07-06,CUST-1228,Echo Labs,billing@echolabs.example,Starter,Starter Monthly,608,renewal,ACH,Northeast,
TXN-202607-0130,2026-07-17,CUST-1229,Echo Collective,billing@echocollective.example,Starter,Starter Monthly,266,renewal,Corporate Card,Northeast,
TXN-202607-0131,2026-07-12,CUST-1230,Ember Works,billing@emberworks.example,Starter,Starter Monthly,511,renewal,ACH,Southeast,
TXN-202607-0132,2026-07-17,CUST-1231,Ember Labs,billing@emberlabs.example,Starter,Starter Monthly,707,renewal,Corporate Card,Southeast,
TXN-202607-0133,2026-07-06,CUST-1232,Ember Collective,billing@embercollective.example,Starter,Starter Monthly,412,renewal,ACH,West,
TXN-202607-0134,2026-07-23,CUST-1233,Fable Works,billing@fableworks.example,Starter,Starter Monthly,734,renewal,ACH,Southwest,
TXN-202607-0135,2026-07-20,CUST-1234,Fable Labs,billing@fablelabs.example,Starter,Starter Monthly,596,renewal,Corporate Card,Midwest,
TXN-202607-0136,2026-07-19,CUST-1235,Fable Collective,billing@fablecollective.example,Starter,Starter Monthly,633,renewal,Corporate Card,Southwest,
TXN-202607-0137,2026-07-16,CUST-1236,Field Works,billing@fieldworks.example,Starter,Starter Monthly,627,renewal,ACH,Southeast,
TXN-202607-0138,2026-07-28,CUST-1237,Field Labs,billing@fieldlabs.example,Starter,Starter Monthly,764,renewal,Corporate Card,Southeast,
TXN-202607-0139,2026-07-19,CUST-1238,Field Collective,billing@fieldcollective.example,Starter,Starter Monthly,706,renewal,Corporate Card,Southeast,
TXN-202607-0140,2026-07-21,CUST-1239,Flint Works,billing@flintworks.example,Starter,Starter Monthly,694,renewal,ACH,Midwest,
TXN-202607-0141,2026-07-26,CUST-1240,Flint Labs,billing@flintlabs.example,Starter,Starter Monthly,754,renewal,ACH,Northeast,
TXN-202607-0142,2026-07-03,CUST-1241,Flint Collective,billing@flintcollective.example,Starter,Starter Monthly,412,renewal,ACH,Southeast,
TXN-202607-0143,2026-07-24,CUST-1242,Forge Works,billing@forgeworks.example,Starter,Starter Monthly,702,renewal,Corporate Card,West,
TXN-202607-0144,2026-07-24,CUST-1243,Forge Labs,billing@forgelabs.example,Starter,Starter Monthly,782,renewal,ACH,Southeast,
TXN-202607-0145,2026-07-21,CUST-1244,Forge Collective,billing@forgecollective.example,Starter,Starter Monthly,437,renewal,ACH,Southeast,
TXN-202607-0146,2026-07-25,CUST-1245,Frame Works,billing@frameworks.example,Starter,Starter Monthly,423,renewal,Corporate Card,Midwest,
TXN-202607-0147,2026-07-18,CUST-1246,Frame Labs,billing@framelabs.example,Starter,Starter Monthly,596,renewal,Corporate Card,Midwest,
TXN-202607-0148,2026-07-16,CUST-1247,Frame Collective,billing@framecollective.example,Starter,Starter Monthly,527,renewal,Corporate Card,Southeast,
TXN-202607-0149,2026-07-18,CUST-1248,Grove Works,billing@groveworks.example,Starter,Starter Monthly,756,renewal,Corporate Card,Southeast,
TXN-202607-0150,2026-07-11,CUST-1249,Grove Labs,billing@grovelabs.example,Starter,Starter Monthly,641,renewal,Corporate Card,Midwest,
TXN-202607-0151,2026-07-08,CUST-1250,Grove Collective,billing@grovecollective.example,Starter,Starter Monthly,333,renewal,Corporate Card,West,
TXN-202607-0152,2026-07-09,CUST-1251,Hatch Works,billing@hatchworks.example,Starter,Starter Monthly,334,renewal,Corporate Card,Southeast,
TXN-202607-0153,2026-07-05,CUST-1252,Hatch Labs,billing@hatchlabs.example,Starter,Starter Monthly,337,renewal,Corporate Card,West,
TXN-202607-0154,2026-07-21,CUST-1253,Hatch Collective,billing@hatchcollective.example,Starter,Starter Monthly,360,renewal,Corporate Card,West,
TXN-202607-0155,2026-07-06,CUST-1254,Kite Works,billing@kiteworks.example,Starter,Starter Monthly,692,renewal,ACH,Northeast,
TXN-202607-0156,2026-07-14,CUST-1255,Kite Labs,billing@kitelabs.example,Starter,Starter Monthly,674,renewal,ACH,Southwest,
TXN-202607-0157,2026-07-07,CUST-1256,Kite Collective,billing@kitecollective.example,Starter,Starter Monthly,642,renewal,Corporate Card,Southwest,
TXN-202607-0158,2026-07-17,CUST-1257,Lighthouse Works,billing@lighthouseworks.example,Starter,Starter Monthly,376,renewal,Corporate Card,West,
TXN-202607-0159,2026-07-12,CUST-1258,Lighthouse Labs,billing@lighthouselabs.example,Starter,Starter Monthly,621,renewal,Corporate Card,Midwest,
TXN-202607-0160,2026-07-01,CUST-1259,Lighthouse Collective,billing@lighthousecollective.example,Starter,Starter Monthly,263,renewal,Corporate Card,Southeast,
TXN-202607-0161,2026-07-21,CUST-1260,Loop Works,billing@loopworks.example,Starter,Starter Monthly,351,renewal,Corporate Card,Southeast,
TXN-202607-0162,2026-07-04,CUST-1261,Loop Labs,billing@looplabs.example,Starter,Starter Monthly,412,renewal,ACH,Southeast,
TXN-202607-0163,2026-07-07,CUST-1262,Loop Collective,billing@loopcollective.example,Starter,Starter Monthly,416,renewal,ACH,Midwest,
TXN-202607-0164,2026-07-24,CUST-1263,Mosaic Works,billing@mosaicworks.example,Starter,Starter Monthly,440,renewal,ACH,Southwest,
TXN-202607-0165,2026-07-07,CUST-1264,Mosaic Labs,billing@mosaiclabs.example,Starter,Starter Monthly,698,renewal,Corporate Card,Southwest,
TXN-202607-0166,2026-07-11,CUST-1265,Mosaic Collective,billing@mosaiccollective.example,Starter,Starter Monthly,387,renewal,ACH,Southeast,
TXN-202607-0167,2026-07-12,CUST-1266,Nook Works,billing@nookworks.example,Starter,Starter Monthly,729,renewal,Corporate Card,West,
TXN-202607-0168,2026-07-02,CUST-1267,Nook Labs,billing@nooklabs.example,Starter,Starter Monthly,524,renewal,ACH,Midwest,
TXN-202607-0169,2026-07-26,CUST-1268,Nook Collective,billing@nookcollective.example,Starter,Starter Monthly,589,renewal,Corporate Card,Southeast,
TXN-202607-0170,2026-07-10,CUST-1269,Orbit Works,billing@orbitworks.example,Starter,Starter Monthly,345,renewal,Corporate Card,West,
TXN-202607-0171,2026-07-10,CUST-1270,Orbit Labs,billing@orbitlabs.example,Starter,Starter Monthly,634,renewal,Corporate Card,Northeast,
TXN-202607-0172,2026-07-04,CUST-1271,Orbit Collective,billing@orbitcollective.example,Starter,Starter Monthly,364,renewal,Corporate Card,Southeast,
TXN-202607-0173,2026-07-19,CUST-1272,Patch Works,billing@patchworks.example,Starter,Starter Monthly,280,new,Corporate Card,Northeast,
TXN-202607-0174,2026-07-08,CUST-1273,Patch Labs,billing@patchlabs.example,Starter,Starter Monthly,679,new,Corporate Card,West,
TXN-202607-0175,2026-07-03,CUST-1274,Patch Collective,billing@patchcollective.example,Starter,Starter Monthly,287,new,Corporate Card,Northeast,
TXN-202607-0176,2026-07-16,CUST-1275,Peak Works,billing@peakworks.example,Starter,Starter Monthly,413,new,Corporate Card,Southeast,
TXN-202607-0177,2026-07-06,CUST-1276,Peak Labs,billing@peaklabs.example,Starter,Starter Monthly,683,new,Corporate Card,West,
TXN-202607-0178,2026-07-21,CUST-1277,Peak Collective,billing@peakcollective.example,Starter,Starter Monthly,740,new,ACH,Southwest,
TXN-202607-0179,2026-07-28,CUST-1278,Pixel Works,billing@pixelworks.example,Starter,Starter Monthly,558,new,Corporate Card,Northeast,
TXN-202607-0180,2026-07-07,CUST-1279,Pixel Labs,billing@pixellabs.example,Starter,Starter Monthly,347,new,Corporate Card,Southwest,
